ExhibitionName,Date,DaysRun,DaysLeft,TotalDuration,PercentComplete,Year,Season,Month,WeekDay,ArtistName,CategoryName,LocationName,MarketingSpend,TicketPrice,ExhibitionVisitors,VenueVisitors,ConversionRate
ExhibitionA,12/03/17,96,14,110,87.27,2017,Spring,3,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,810,18801,0.043
ExhibitionA,13/03/17,97,13,110,88.18,2017,Spring,3,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,595,15668,0.038
ExhibitionA,14/03/17,98,12,110,89.09,2017,Spring,3,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,519,20575,0.025
ExhibitionA,15/03/17,99,11,110,90.00,2017,Spring,3,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,572,13751,0.042
ExhibitionA,16/03/17,100,10,110,90.91,2017,Spring,3,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,615,17525,0.035
ExhibitionA,17/03/17,101,9,110,91.82,2017,Spring,3,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,921,31399,0.029
ExhibitionA,18/03/17,102,8,110,92.73,2017,Spring,3,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,899,24786,0.036
ExhibitionA,19/03/17,103,7,110,93.64,2017,Spring,3,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,569,15311,0.037
ExhibitionA,20/03/17,104,6,110,94.55,2017,Spring,3,Monday,Thematic,CategoryC,LocationC,118146.31,7.5,560,16742,0.033
ExhibitionA,21/03/17,105,5,110,95.45,2017,Spring,3,Tuesday,Thematic,CategoryC,LocationC,118146.31,7.5,685,17022,0.040
ExhibitionA,22/03/17,106,4,110,96.36,2017,Spring,3,Wednesday,Thematic,CategoryC,LocationC,118146.31,7.5,739,14252,0.052
ExhibitionA,23/03/17,107,3,110,97.27,2017,Spring,3,Thursday,Thematic,CategoryC,LocationC,118146.31,7.5,630,12238,0.051
ExhibitionA,24/03/17,108,2,110,98.18,2017,Spring,3,Friday,Thematic,CategoryC,LocationC,118146.31,7.5,1069,14550,0.073
ExhibitionA,25/03/17,109,1,110,99.09,2017,Spring,3,Saturday,Thematic,CategoryC,LocationC,118146.31,7.5,926,28022,0.033
ExhibitionA,26/03/17,110,0,110,100.00,2017,Spring,3,Sunday,Thematic,CategoryC,LocationC,118146.31,7.5,739,14815,0.050
ExhibitionB,12/10/16,1,95,96,1.04,2016,Autumn,10,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1699,16484,0.103
ExhibitionB,13/10/16,2,94,96,2.08,2016,Autumn,10,Thursday,Thematic,CategoryD,LocationB,190566.01,16,1457,15562,0.094
ExhibitionB,14/10/16,3,93,96,3.13,2016,Autumn,10,Friday,Thematic,CategoryD,LocationB,190566.01,16,2507,16295,0.154
ExhibitionB,15/10/16,4,92,96,4.17,2016,Autumn,10,Saturday,Thematic,CategoryD,LocationB,190566.01,16,2441,28216,0.087
ExhibitionB,16/10/16,5,91,96,5.21,2016,Autumn,10,Sunday,Thematic,CategoryD,LocationB,190566.01,16,2398,21857,0.110
ExhibitionB,17/10/16,6,90,96,6.25,2016,Autumn,10,Monday,Thematic,CategoryD,LocationB,190566.01,16,1679,10400,0.161
ExhibitionB,18/10/16,7,89,96,7.29,2016,Autumn,10,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,1539,12989,0.118
ExhibitionB,19/10/16,8,88,96,8.33,2016,Autumn,10,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1683,14649,0.115
ExhibitionB,20/10/16,9,87,96,9.38,2016,Autumn,10,Thursday,Thematic,CategoryD,LocationB,190566.01,16,1721,17765,0.097
ExhibitionB,21/10/16,10,86,96,10.42,2016,Autumn,10,Friday,Thematic,CategoryD,LocationB,190566.01,16,2650,20333,0.130
ExhibitionB,22/10/16,11,85,96,11.46,2016,Autumn,10,Saturday,Thematic,CategoryD,LocationB,190566.01,16,2493,30790,0.081
ExhibitionB,23/10/16,12,84,96,12.50,2016,Autumn,10,Sunday,Thematic,CategoryD,LocationB,190566.01,16,2314,37164,0.062
ExhibitionB,24/10/16,13,83,96,13.54,2016,Autumn,10,Monday,Thematic,CategoryD,LocationB,190566.01,16,1941,21526,0.090
ExhibitionB,25/10/16,14,82,96,14.58,2016,Autumn,10,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,1778,18986,0.094
ExhibitionB,26/10/16,15,81,96,15.63,2016,Autumn,10,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1874,19987,0.094
ExhibitionB,27/10/16,16,80,96,16.67,2016,Autumn,10,Thursday,Thematic,CategoryD,LocationB,190566.01,16,2031,18326,0.111
ExhibitionB,28/10/16,17,79,96,17.71,2016,Autumn,10,Friday,Thematic,CategoryD,LocationB,190566.01,16,2713,30672,0.088
ExhibitionB,29/10/16,18,78,96,18.75,2016,Autumn,10,Saturday,Thematic,CategoryD,LocationB,190566.01,16,2481,24559,0.101
ExhibitionB,30/10/16,19,77,96,19.79,2016,Autumn,10,Sunday,Thematic,CategoryD,LocationB,190566.01,16,2252,24134,0.093
ExhibitionB,31/10/16,20,76,96,20.83,2016,Autumn,10,Monday,Thematic,CategoryD,LocationB,190566.01,16,1797,16153,0.111
ExhibitionB,1/11/16,21,75,96,21.88,2016,Autumn,11,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,1526,13766,0.111
ExhibitionB,2/11/16,22,74,96,22.92,2016,Autumn,11,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1587,15048,0.105
ExhibitionB,3/11/16,23,73,96,23.96,2016,Autumn,11,Thursday,Thematic,CategoryD,LocationB,190566.01,16,1614,14046,0.115
ExhibitionB,4/11/16,24,72,96,25.00,2016,Autumn,11,Friday,Thematic,CategoryD,LocationB,190566.01,16,2507,20180,0.124
ExhibitionB,5/11/16,25,71,96,26.04,2016,Autumn,11,Saturday,Thematic,CategoryD,LocationB,190566.01,16,2449,34410,0.071
ExhibitionB,6/11/16,26,70,96,27.08,2016,Autumn,11,Sunday,Thematic,CategoryD,LocationB,190566.01,16,1944,15632,0.124
ExhibitionB,7/11/16,27,69,96,28.13,2016,Autumn,11,Monday,Thematic,CategoryD,LocationB,190566.01,16,1433,11459,0.125
ExhibitionB,8/11/16,28,68,96,29.17,2016,Autumn,11,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,1303,11773,0.111
ExhibitionB,9/11/16,29,67,96,30.21,2016,Autumn,11,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1522,11098,0.137
ExhibitionB,10/11/16,30,66,96,31.25,2016,Autumn,11,Thursday,Thematic,CategoryD,LocationB,190566.01,16,1655,13203,0.125
ExhibitionB,11/11/16,31,65,96,32.29,2016,Autumn,11,Friday,Thematic,CategoryD,LocationB,190566.01,16,2326,17786,0.131
ExhibitionB,12/11/16,32,64,96,33.33,2016,Autumn,11,Saturday,Thematic,CategoryD,LocationB,190566.01,16,2491,28672,0.087
ExhibitionB,13/11/16,33,63,96,34.38,2016,Autumn,11,Sunday,Thematic,CategoryD,LocationB,190566.01,16,1892,19505,0.097
ExhibitionB,14/11/16,34,62,96,35.42,2016,Autumn,11,Monday,Thematic,CategoryD,LocationB,190566.01,16,1456,8686,0.168
ExhibitionB,15/11/16,35,61,96,36.46,2016,Autumn,11,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,1385,10492,0.132
ExhibitionB,16/11/16,36,60,96,37.50,2016,Autumn,11,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1589,16134,0.098
ExhibitionB,17/11/16,37,59,96,38.54,2016,Autumn,11,Thursday,Thematic,CategoryD,LocationB,190566.01,16,1608,14541,0.111
ExhibitionB,18/11/16,38,58,96,39.58,2016,Autumn,11,Friday,Thematic,CategoryD,LocationB,190566.01,16,2378,19619,0.121
ExhibitionB,19/11/16,39,57,96,40.63,2016,Autumn,11,Saturday,Thematic,CategoryD,LocationB,190566.01,16,2360,25334,0.093
ExhibitionB,20/11/16,40,56,96,41.67,2016,Autumn,11,Sunday,Thematic,CategoryD,LocationB,190566.01,16,1847,25706,0.072
ExhibitionB,21/11/16,41,55,96,42.71,2016,Autumn,11,Monday,Thematic,CategoryD,LocationB,190566.01,16,1451,17531,0.083
ExhibitionB,22/11/16,42,54,96,43.75,2016,Autumn,11,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,1537,16619,0.092
ExhibitionB,23/11/16,43,53,96,44.79,2016,Autumn,11,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1644,13842,0.119
ExhibitionB,24/11/16,44,52,96,45.83,2016,Autumn,11,Thursday,Thematic,CategoryD,LocationB,190566.01,16,1539,19233,0.080
ExhibitionB,25/11/16,45,51,96,46.88,2016,Autumn,11,Friday,Thematic,CategoryD,LocationB,190566.01,16,2321,18580,0.125
ExhibitionB,26/11/16,46,50,96,47.92,2016,Autumn,11,Saturday,Thematic,CategoryD,LocationB,190566.01,16,2394,29954,0.080
ExhibitionB,27/11/16,47,49,96,48.96,2016,Autumn,11,Sunday,Thematic,CategoryD,LocationB,190566.01,16,1757,24822,0.071
ExhibitionB,28/11/16,48,48,96,50.00,2016,Autumn,11,Monday,Thematic,CategoryD,LocationB,190566.01,16,1382,13632,0.101
ExhibitionB,29/11/16,49,47,96,51.04,2016,Autumn,11,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,1392,15475,0.090
ExhibitionB,30/11/16,50,46,96,52.08,2016,Autumn,11,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1355,11017,0.123
ExhibitionB,1/12/16,51,45,96,53.13,2016,Winter,12,Thursday,Thematic,CategoryD,LocationB,190566.01,16,1377,9458,0.146
ExhibitionB,2/12/16,52,44,96,54.17,2016,Winter,12,Friday,Thematic,CategoryD,LocationB,190566.01,16,2336,16405,0.142
ExhibitionB,3/12/16,53,43,96,55.21,2016,Winter,12,Saturday,Thematic,CategoryD,LocationB,190566.01,16,2235,14810,0.151
ExhibitionB,4/12/16,54,42,96,56.25,2016,Winter,12,Sunday,Thematic,CategoryD,LocationB,190566.01,16,1881,13127,0.143
ExhibitionB,5/12/16,55,41,96,57.29,2016,Winter,12,Monday,Thematic,CategoryD,LocationB,190566.01,16,1564,18409,0.085
ExhibitionB,6/12/16,56,40,96,58.33,2016,Winter,12,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,1374,12502,0.110
ExhibitionB,7/12/16,57,39,96,59.38,2016,Winter,12,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1460,12626,0.116
ExhibitionB,8/12/16,58,38,96,60.42,2016,Winter,12,Thursday,Thematic,CategoryD,LocationB,190566.01,16,1477,16034,0.092
ExhibitionB,9/12/16,59,37,96,61.46,2016,Winter,12,Friday,Thematic,CategoryD,LocationB,190566.01,16,2262,18064,0.125
ExhibitionB,10/12/16,60,36,96,62.50,2016,Winter,12,Saturday,Thematic,CategoryD,LocationB,190566.01,16,2148,27648,0.078
ExhibitionB,11/12/16,61,35,96,63.54,2016,Winter,12,Sunday,Thematic,CategoryD,LocationB,190566.01,16,1566,14818,0.106
ExhibitionB,12/12/16,62,34,96,64.58,2016,Winter,12,Monday,Thematic,CategoryD,LocationB,190566.01,16,1392,14757,0.094
ExhibitionB,13/12/16,63,33,96,65.63,2016,Winter,12,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,1149,11657,0.099
ExhibitionB,14/12/16,64,32,96,66.67,2016,Winter,12,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1160,11899,0.097
ExhibitionB,15/12/16,65,31,96,67.71,2016,Winter,12,Thursday,Thematic,CategoryD,LocationB,190566.01,16,1334,12522,0.107
ExhibitionB,16/12/16,66,30,96,68.75,2016,Winter,12,Friday,Thematic,CategoryD,LocationB,190566.01,16,1628,13432,0.121
ExhibitionB,17/12/16,67,29,96,69.79,2016,Winter,12,Saturday,Thematic,CategoryD,LocationB,190566.01,16,1653,16221,0.102
ExhibitionB,18/12/16,68,28,96,70.83,2016,Winter,12,Sunday,Thematic,CategoryD,LocationB,190566.01,16,1523,15278,0.100
ExhibitionB,19/12/16,69,27,96,71.88,2016,Winter,12,Monday,Thematic,CategoryD,LocationB,190566.01,16,1366,14222,0.096
ExhibitionB,20/12/16,70,26,96,72.92,2016,Winter,12,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,1235,15037,0.082
ExhibitionB,21/12/16,71,25,96,73.96,2016,Winter,12,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1169,14573,0.080
ExhibitionB,22/12/16,72,24,96,75.00,2016,Winter,12,Thursday,Thematic,CategoryD,LocationB,190566.01,16,1258,15101,0.083
ExhibitionB,23/12/16,73,23,96,76.04,2016,Winter,12,Friday,Thematic,CategoryD,LocationB,190566.01,16,1443,15635,0.092
ExhibitionB,27/12/16,77,19,96,80.21,2016,Winter,12,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,2163,34061,0.064
ExhibitionB,28/12/16,78,18,96,81.25,2016,Winter,12,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,2414,32099,0.075
ExhibitionB,29/12/16,79,17,96,82.29,2016,Winter,12,Thursday,Thematic,CategoryD,LocationB,190566.01,16,2432,33513,0.073
ExhibitionB,30/12/16,80,16,96,83.33,2016,Winter,12,Friday,Thematic,CategoryD,LocationB,190566.01,16,2948,35616,0.083
ExhibitionB,31/12/16,81,15,96,84.38,2016,Winter,12,Saturday,Thematic,CategoryD,LocationB,190566.01,16,1642,26356,0.062
ExhibitionB,2/01/17,83,13,96,86.46,2017,Winter,1,Monday,Thematic,CategoryD,LocationB,190566.01,16,2289,27516,0.083
ExhibitionB,3/01/17,84,12,96,87.50,2017,Winter,1,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,1719,16604,0.104
ExhibitionB,4/01/17,85,11,96,88.54,2017,Winter,1,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,1982,12989,0.153
ExhibitionB,5/01/17,86,10,96,89.58,2017,Winter,1,Thursday,Thematic,CategoryD,LocationB,190566.01,16,2106,12637,0.167
ExhibitionB,6/01/17,87,9,96,90.63,2017,Winter,1,Friday,Thematic,CategoryD,LocationB,190566.01,16,3062,19850,0.154
ExhibitionB,7/01/17,88,8,96,91.67,2017,Winter,1,Saturday,Thematic,CategoryD,LocationB,190566.01,16,2501,15912,0.157
ExhibitionB,8/01/17,89,7,96,92.71,2017,Winter,1,Sunday,Thematic,CategoryD,LocationB,190566.01,16,2451,11610,0.211
ExhibitionB,9/01/17,90,6,96,93.75,2017,Winter,1,Monday,Thematic,CategoryD,LocationB,190566.01,16,1459,6244,0.234
ExhibitionB,10/01/17,91,5,96,94.79,2017,Winter,1,Tuesday,Thematic,CategoryD,LocationB,190566.01,16,2053,10544,0.195
ExhibitionB,11/01/17,92,4,96,95.83,2017,Winter,1,Wednesday,Thematic,CategoryD,LocationB,190566.01,16,2280,11659,0.196
ExhibitionB,12/01/17,93,3,96,96.88,2017,Winter,1,Thursday,Thematic,CategoryD,LocationB,190566.01,16,2448,14231,0.172
ExhibitionB,13/01/17,94,2,96,97.92,2017,Winter,1,Friday,Thematic,CategoryD,LocationB,190566.01,16,3462,15575,0.222
ExhibitionB,14/01/17,95,1,96,98.96,2017,Winter,1,Saturday,Thematic,CategoryD,LocationB,190566.01,16,2462,21472,0.115
ExhibitionB,15/01/17,96,0,96,100.00,2017,Winter,1,Sunday,Thematic,CategoryD,LocationB,190566.01,16,2472,24819,0.100
ExhibitionI,23/06/16,1,73,74,1.35,2016,Summer,6,Thursday,Thematic,CategoryC,LocationB,167846.07,12,684,14651,0.047
ExhibitionI,24/06/16,2,72,74,2.70,2016,Summer,6,Friday,Thematic,CategoryC,LocationB,167846.07,12,716,21099,0.034
ExhibitionI,25/06/16,3,71,74,4.05,2016,Summer,6,Saturday,Thematic,CategoryC,LocationB,167846.07,12,671,20684,0.032
ExhibitionI,26/06/16,4,70,74,5.41,2016,Summer,6,Sunday,Thematic,CategoryC,LocationB,167846.07,12,621,15461,0.040
ExhibitionI,27/06/16,5,69,74,6.76,2016,Summer,6,Monday,Thematic,CategoryC,LocationB,167846.07,12,775,11670,0.066
ExhibitionI,28/06/16,6,68,74,8.11,2016,Summer,6,Tuesday,Thematic,CategoryC,LocationB,167846.07,12,794,11954,0.066
ExhibitionI,29/06/16,7,67,74,9.46,2016,Summer,6,Wednesday,Thematic,CategoryC,LocationB,167846.07,12,919,14188,0.065
ExhibitionI,30/06/16,8,66,74,10.81,2016,Summer,6,Thursday,Thematic,CategoryC,LocationB,167846.07,12,900,15298,0.059
ExhibitionI,1/07/16,9,65,74,12.16,2016,Summer,7,Friday,Thematic,CategoryC,LocationB,167846.07,12,1072,16860,0.064
ExhibitionI,2/07/16,10,64,74,13.51,2016,Summer,7,Saturday,Thematic,CategoryC,LocationB,167846.07,12,839,20060,0.042
ExhibitionI,3/07/16,11,63,74,14.86,2016,Summer,7,Sunday,Thematic,CategoryC,LocationB,167846.07,12,637,12572,0.051
ExhibitionI,4/07/16,12,62,74,16.22,2016,Summer,7,Monday,Thematic,CategoryC,LocationB,167846.07,12,761,17969,0.042
ExhibitionI,5/07/16,13,61,74,17.57,2016,Summer,7,Tuesday,Thematic,CategoryC,LocationB,167846.07,12,796,16567,0.048
ExhibitionI,6/07/16,14,60,74,18.92,2016,Summer,7,Wednesday,Thematic,CategoryC,LocationB,167846.07,12,618,17079,0.036
ExhibitionI,7/07/16,15,59,74,20.27,2016,Summer,7,Thursday,Thematic,CategoryC,LocationB,167846.07,12,584,13402,0.044
ExhibitionI,8/07/16,16,58,74,21.62,2016,Summer,7,Friday,Thematic,CategoryC,LocationB,167846.07,12,858,21753,0.039
ExhibitionI,9/07/16,17,57,74,22.97,2016,Summer,7,Saturday,Thematic,CategoryC,LocationB,167846.07,12,747,20506,0.036
ExhibitionI,10/07/16,18,56,74,24.32,2016,Summer,7,Sunday,Thematic,CategoryC,LocationB,167846.07,12,585,19652,0.030
ExhibitionI,11/07/16,19,55,74,25.68,2016,Summer,7,Monday,Thematic,CategoryC,LocationB,167846.07,12,679,15561,0.044
ExhibitionI,12/07/16,20,54,74,27.03,2016,Summer,7,Tuesday,Thematic,CategoryC,LocationB,167846.07,12,694,16281,0.043
ExhibitionI,13/07/16,21,53,74,28.38,2016,Summer,7,Wednesday,Thematic,CategoryC,LocationB,167846.07,12,674,14291,0.047
ExhibitionI,14/07/16,22,52,74,29.73,2016,Summer,7,Thursday,Thematic,CategoryC,LocationB,167846.07,12,603,18423,0.033
ExhibitionI,15/07/16,23,51,74,31.08,2016,Summer,7,Friday,Thematic,CategoryC,LocationB,167846.07,12,865,21530,0.040
ExhibitionI,16/07/16,24,50,74,32.43,2016,Summer,7,Saturday,Thematic,CategoryC,LocationB,167846.07,12,678,21884,0.031
ExhibitionI,17/07/16,25,49,74,33.78,2016,Summer,7,Sunday,Thematic,CategoryC,LocationB,167846.07,12,625,16248,0.038
ExhibitionI,18/07/16,26,48,74,35.14,2016,Summer,7,Monday,Thematic,CategoryC,LocationB,167846.07,12,557,11443,0.049
ExhibitionI,19/07/16,27,47,74,36.49,2016,Summer,7,Tuesday,Thematic,CategoryC,LocationB,167846.07,12,472,17126,0.028
ExhibitionI,20/07/16,28,46,74,37.84,2016,Summer,7,Wednesday,Thematic,CategoryC,LocationB,167846.07,12,545,25701,0.021
ExhibitionI,21/07/16,29,45,74,39.19,2016,Summer,7,Thursday,Thematic,CategoryC,LocationB,167846.07,12,544,11644,0.047
ExhibitionI,22/07/16,30,44,74,40.54,2016,Summer,7,Friday,Thematic,CategoryC,LocationB,167846.07,12,830,17390,0.048
ExhibitionI,23/07/16,31,43,74,41.89,2016,Summer,7,Saturday,Thematic,CategoryC,LocationB,167846.07,12,533,18396,0.029
ExhibitionI,24/07/16,32,42,74,43.24,2016,Summer,7,Sunday,Thematic,CategoryC,LocationB,167846.07,12,475,11771,0.040
ExhibitionI,25/07/16,33,41,74,44.59,2016,Summer,7,Monday,Thematic,CategoryC,LocationB,167846.07,12,535,16766,0.032
ExhibitionI,26/07/16,34,40,74,45.95,2016,Summer,7,Tuesday,Thematic,CategoryC,LocationB,167846.07,12,575,17412,0.033
ExhibitionI,27/07/16,35,39,74,47.30,2016,Summer,7,Wednesday,Thematic,CategoryC,LocationB,167846.07,12,600,15467,0.039
ExhibitionI,28/07/16,36,38,74,48.65,2016,Summer,7,Thursday,Thematic,CategoryC,LocationB,167846.07,12,636,17256,0.037
ExhibitionI,29/07/16,37,37,74,50.00,2016,Summer,7,Friday,Thematic,CategoryC,LocationB,167846.07,12,775,19226,0.040
ExhibitionI,30/07/16,38,36,74,51.35,2016,Summer,7,Saturday,Thematic,CategoryC,LocationB,167846.07,12,650,20970,0.031
ExhibitionI,31/07/16,39,35,74,52.70,2016,Summer,7,Sunday,Thematic,CategoryC,LocationB,167846.07,12,471,17265,0.027
ExhibitionI,1/08/16,40,34,74,54.05,2016,Summer,8,Monday,Thematic,CategoryC,LocationB,167846.07,12,540,16802,0.032
ExhibitionI,2/08/16,41,33,74,55.41,2016,Summer,8,Tuesday,Thematic,CategoryC,LocationB,167846.07,12,657,14480,0.045
ExhibitionI,3/08/16,42,32,74,56.76,2016,Summer,8,Wednesday,Thematic,CategoryC,LocationB,167846.07,12,664,17065,0.039
ExhibitionI,4/08/16,43,31,74,58.11,2016,Summer,8,Thursday,Thematic,CategoryC,LocationB,167846.07,12,684,20607,0.033
ExhibitionI,5/08/16,44,30,74,59.46,2016,Summer,8,Friday,Thematic,CategoryC,LocationB,167846.07,12,756,17389,0.043
ExhibitionI,6/08/16,45,29,74,60.81,2016,Summer,8,Saturday,Thematic,CategoryC,LocationB,167846.07,12,635,23187,0.027
ExhibitionI,7/08/16,46,28,74,62.16,2016,Summer,8,Sunday,Thematic,CategoryC,LocationB,167846.07,12,481,23510,0.020
ExhibitionI,8/08/16,47,27,74,63.51,2016,Summer,8,Monday,Thematic,CategoryC,LocationB,167846.07,12,545,15174,0.036
ExhibitionI,9/08/16,48,26,74,64.86,2016,Summer,8,Tuesday,Thematic,CategoryC,LocationB,167846.07,12,541,26369,0.021
ExhibitionI,10/08/16,49,25,74,66.22,2016,Summer,8,Wednesday,Thematic,CategoryC,LocationB,167846.07,12,653,19650,0.033
ExhibitionI,11/08/16,50,24,74,67.57,2016,Summer,8,Thursday,Thematic,CategoryC,LocationB,167846.07,12,649,15432,0.042
ExhibitionI,12/08/16,51,23,74,68.92,2016,Summer,8,Friday,Thematic,CategoryC,LocationB,167846.07,12,803,18543,0.043
ExhibitionI,13/08/16,52,22,74,70.27,2016,Summer,8,Saturday,Thematic,CategoryC,LocationB,167846.07,12,642,24137,0.027
ExhibitionI,14/08/16,53,21,74,71.62,2016,Summer,8,Sunday,Thematic,CategoryC,LocationB,167846.07,12,557,26551,0.021
ExhibitionI,15/08/16,54,20,74,72.97,2016,Summer,8,Monday,Thematic,CategoryC,LocationB,167846.07,12,537,16920,0.032
ExhibitionI,16/08/16,55,19,74,74.32,2016,Summer,8,Tuesday,Thematic,CategoryC,LocationB,167846.07,12,602,17015,0.035
ExhibitionI,17/08/16,56,18,74,75.68,2016,Summer,8,Wednesday,Thematic,CategoryC,LocationB,167846.07,12,580,19608,0.030
ExhibitionI,18/08/16,57,17,74,77.03,2016,Summer,8,Thursday,Thematic,CategoryC,LocationB,167846.07,12,657,18405,0.036
ExhibitionI,19/08/16,58,16,74,78.38,2016,Summer,8,Friday,Thematic,CategoryC,LocationB,167846.07,12,958,24252,0.040
ExhibitionI,20/08/16,59,15,74,79.73,2016,Summer,8,Saturday,Thematic,CategoryC,LocationB,167846.07,12,763,18597,0.041
ExhibitionI,21/08/16,60,14,74,81.08,2016,Summer,8,Sunday,Thematic,CategoryC,LocationB,167846.07,12,767,13670,0.056
ExhibitionI,22/08/16,61,13,74,82.43,2016,Summer,8,Monday,Thematic,CategoryC,LocationB,167846.07,12,734,15756,0.047
ExhibitionI,23/08/16,62,12,74,83.78,2016,Summer,8,Tuesday,Thematic,CategoryC,LocationB,167846.07,12,756,12972,0.058
ExhibitionI,24/08/16,63,11,74,85.14,2016,Summer,8,Wednesday,Thematic,CategoryC,LocationB,167846.07,12,716,11887,0.060
ExhibitionI,25/08/16,64,10,74,86.49,2016,Summer,8,Thursday,Thematic,CategoryC,LocationB,167846.07,12,763,14730,0.052
ExhibitionI,26/08/16,65,9,74,87.84,2016,Summer,8,Friday,Thematic,CategoryC,LocationB,167846.07,12,988,19731,0.050
ExhibitionI,27/08/16,66,8,74,89.19,2016,Summer,8,Saturday,Thematic,CategoryC,LocationB,167846.07,12,836,17141,0.049
ExhibitionI,28/08/16,67,7,74,90.54,2016,Summer,8,Sunday,Thematic,CategoryC,LocationB,167846.07,12,704,15580,0.045
ExhibitionI,29/08/16,68,6,74,91.89,2016,Summer,8,Monday,Thematic,CategoryC,LocationB,167846.07,12,982,13994,0.070
ExhibitionI,30/08/16,69,5,74,93.24,2016,Summer,8,Tuesday,Thematic,CategoryC,LocationB,167846.07,12,685,10130,0.068
ExhibitionI,31/08/16,70,4,74,94.59,2016,Summer,8,Wednesday,Thematic,CategoryC,LocationB,167846.07,12,895,13801,0.065
ExhibitionI,1/09/16,71,3,74,95.95,2016,Autumn,9,Thursday,Thematic,CategoryC,LocationB,167846.07,12,1007,10543,0.096
ExhibitionI,2/09/16,72,2,74,97.30,2016,Autumn,9,Friday,Thematic,CategoryC,LocationB,167846.07,12,1572,16969,0.093
ExhibitionI,3/09/16,73,1,74,98.65,2016,Autumn,9,Saturday,Thematic,CategoryC,LocationB,167846.07,12,1409,23328,0.060
ExhibitionI,4/09/16,74,0,74,100.00,2016,Autumn,9,Sunday,Thematic,CategoryC,LocationB,167846.07,12,1405,12899,0.109
ExhibitionE,17/02/16,1,95,96,1.04,2016,Winter,2,Wednesday,Thematic,CategoryB,LocationB,189273.04,16,1394,29850,0.047
ExhibitionE,18/02/16,2,94,96,2.08,2016,Winter,2,Thursday,Thematic,CategoryB,LocationB,189273.04,16,1423,16331,0.087
ExhibitionE,19/02/16,3,93,96,3.13,2016,Winter,2,Friday,Thematic,CategoryB,LocationB,189273.04,16,1735,25033,0.069
ExhibitionE,20/02/16,4,92,96,4.17,2016,Winter,2,Saturday,Thematic,CategoryB,LocationB,189273.04,16,1941,33063,0.059
ExhibitionE,21/02/16,5,91,96,5.21,2016,Winter,2,Sunday,Thematic,CategoryB,LocationB,189273.04,16,1348,13822,0.098
ExhibitionE,22/02/16,6,90,96,6.25,2016,Winter,2,Monday,Thematic,CategoryB,LocationB,189273.04,16,1013,14351,0.071
ExhibitionE,23/02/16,7,89,96,7.29,2016,Winter,2,Tuesday,Thematic,CategoryB,LocationB,189273.04,16,998,14048,0.071
ExhibitionE,24/02/16,8,88,96,8.33,2016,Winter,2,Wednesday,Thematic,CategoryB,LocationB,189273.04,16,1117,15115,0.074
ExhibitionE,25/02/16,9,87,96,9.38,2016,Winter,2,Thursday,Thematic,CategoryB,LocationB,189273.04,16,1181,17309,0.068
ExhibitionE,26/02/16,10,86,96,10.42,2016,Winter,2,Friday,Thematic,CategoryB,LocationB,189273.04,16,1527,21437,0.071
ExhibitionE,27/02/16,11,85,96,11.46,2016,Winter,2,Saturday,Thematic,CategoryB,LocationB,189273.04,16,1908,24244,0.079
ExhibitionE,28/02/16,12,84,96,12.50,2016,Winter,2,Sunday,Thematic,CategoryB,LocationB,189273.04,16,1700,25522,0.067
ExhibitionE,29/02/16,13,83,96,13.54,2016,Winter,2,Monday,Thematic,CategoryB,LocationB,189273.04,16,923,14471,0.064
ExhibitionE,1/03/16,14,82,96,14.58,2016,Spring,3,Tuesday,Thematic,CategoryB,LocationB,189273.04,16,963,15250,0.063
